"","nameFirst","nameLast","BAT_ID","RE24","PA","Runs.Start","RE24_risp","PA_risp","Runs_Start_risp","RE24_no_risp","PA_no_risp","Runs_Start_no_risp"
"189","Aledmys","Diaz","diaza003",8.89899715517703,247,137.738967361189,7.73579812504395,76,70.2382354722902,1.16319903013307,171,67.500731888899
"190","Elias","Diaz","diaze005",-15.6074499699774,332,175.301397031695,0.954132568700268,86,75.95666146682,-16.5615825386777,246,99.3447355648746
"191","Isan","Diaz","diazi001",-5.29446893598157,201,105.358567138218,4.19943317881656,50,42.0332951134825,-9.49390211479813,151,63.3252720247358
"192","Yandy","Diaz","diazy001",-1.92098652998939,346,178.26821126303,-7.49522134239551,86,70.8312134745663,5.57423481240612,260,107.436997788464
"193","Alex","Dickerson","dicka001",4.8322322076558,190,101.888723872637,2.48151090890472,53,43.6030002343213,2.35072129875108,137,58.2857236383161
"194","Corey","Dickerson","dickc002",21.5261828931911,278,140.466332825909,15.8785066740915,85,62.9978575621162,5.64767621909957,193,77.4684752637925
"195","Derek","Dietrich","dietd001",11.9349763847292,306,142.964575128589,13.7029562313312,72,56.2692884468387,-1.76797984660203,234,86.69528668175
"196","Wilmer","Difo","difow001",-8.31675536564,145,70.6968844039855,-0.633994320322424,30,24.4700471448305,-7.68276104531757,115,46.226837259155
"197","Nick","Dini","dinin001",1.82496570719534,64,31.0761159820201,2.48692468720106,12,10.5236548468839,-0.661958980005725,52,20.5524611351361
"198","Brandon","Dixon","dixob001",-12.5175826285553,420,215.203034017399,-3.67377474447167,104,90.6765403839603,-8.84380788408358,316,124.526493633438
"199","Josh","Donaldson","donaj001",27.55844311875,659,343.026114324535,5.48519101718604,148,131.806250995899,22.0732521015639,511,211.219863328636
"200","Brian","Dozier","dozib001",-3.78055864517891,482,240.306378929515,-3.33217056567412,122,99.5527010147164,-0.448388079504789,360,140.753677914799
"201","Hunter","Dozier","dozih001",10.2899197875776,586,315.839436115344,-3.4478328523801,168,148.984072639146,13.7377526399577,418,166.855363476198
"202","Brandon","Drury","drurb001",-22.0489782723623,447,224.007763232976,-11.6521713522978,89,83.5158289644269,-10.3968069200645,358,140.491934268549
"203","Mauricio","Dubon","dubom001",-1.1884097998089,111,54.1619068500483,-1.51062554125731,15,13.2898391720678,0.322215741448413,96,40.8720676779805
"204","Lucas","Duda","dudal001",-4.63157700721632,119,59.7369857612076,-1.5364991023414,25,22.5012454750476,-3.09507790487492,94,37.23574028616
"205","Matt","Duffy","duffm002",-0.19867332123906,169,83.2872914099696,4.37821225155618,33,28.5198162125207,-4.57688557279524,136,54.767475197449
"206","Robert","Dugger","duggr001",-2.50224850571878,11,4.46354554566615,-1.2750919658591,3,2.60894711319222,-1.22715653985968,8,1.85459843247393
"207","Steven","Duggar","duggs001",-1.72378826569708,281,134.941347052474,4.19423558377936,57,42.8716317561859,-5.91802384947644,224,92.0697152962883
"208","Jon","Duplantier","duplj001",-1.52283481930369,8,3.01885188676635,-0.38098830629951,1,0.38098830629951,-1.14184651300418,7,2.63786358046685
"209","Montana","DuRapau","duram002",-0.62332009094803,4,0.974537357574758,-0.3332378633825,1,0.3332378633825,-0.29008222756553,3,0.641299494192258
"210","Adam","Duvall","duvaa001",1.29679866369375,130,71.1824775292245,-3.21939964834105,33,27.6896041322491,4.5161983120348,97,43.4928733969754
"211","Jarrod","Dyson","dysoj001",-11.6267092391464,451,226.266137024171,2.43561150754673,82,71.0725649200041,-14.0623207466931,369,155.193572104167
"212","Adam","Eaton","eatoa002",3.38630613577866,656,335.244665284425,-2.39575256249923,155,130.808195641345,5.78205869827789,501,204.436469643081
"213","Tommy","Edman","edmat001",14.7531013518051,350,174.987202234556,-2.14862234273179,80,62.6441900521443,16.9017236945369,270,112.343012182412
"214","Zach","Eflin","efliz001",-9.02152863162503,52,23.8254114694946,-5.34339725640955,15,11.3612626222895,-3.67813137521548,37,12.4641488472051
"215","Jerad","Eickhoff","eickj001",-4.17819879442619,19,11.1728802410441,-2.00779864624571,5,5.66440669737776,-2.17040014818048,14,5.5084735436663
"216","Jake","Elmore","elmoj001",-3.64893026667122,49,21.8327373162964,-1.28229683108591,15,9.93489532264431,-2.36663343558531,34,11.897841993652
"217","Edwin","Encarnacion","encae001",33.4844651555094,486,241.049856637844,13.8391211057251,117,99.4910814981131,19.6453440497843,369,141.558775139731
"218","Adam","Engel","engea001",-4.81124066368768,248,133.073580531755,-0.395165416174921,65,58.7390729030374,-4.41607524751275,183,74.3345076287176
"219","Nathan","Eovaldi","eovan001",-0.879211834019607,2,2.11425596649078,-0.558145524525378,1,1.55442561205273,-0.321066309494229,1,0.559830354438049
"220","Phil","Ervin","ervip001",-3.75569437113534,260,121.075316035362,-4.47029143475047,56,45.0917477547436,0.714597063615126,204,75.9835682806183
"221","Eduardo","Escobar","escoe001",20.6109416136291,699,367.551143991633,9.56361357320707,189,160.605969818576,11.047328040422,510,206.945174173056
"222","Luis","Escobar","escol001",-0.510866869265122,2,0.62332009094803,-0.3332378633825,1,0.3332378633825,-0.177629005882622,1,0.29008222756553
"223","Tom","Eshelman","eshet001",-0.636287629019598,2,0.748740850702506,-0.458658623136977,1,0.458658623136977,-0.177629005882622,1,0.29008222756553
"224","Thairo","Estrada","estrt001",2.59038891171136,69,35.1250509002364,4.37503043053786,17,13.1795407704363,-1.78464151882651,52,21.9455101298001
"225","Kyle","Farmer","farmk001",-4.32958277297944,198,110.083609348186,-1.46303647207426,54,47.9607839194682,-2.86654630090518,144,62.122825428718
"226","Erick","Fedde","fedde001",-3.36403538917816,20,9.27165842007175,-0.710466140445953,2,1.71108342439657,-2.65356924873221,18,7.56057499567518
"227","Tim","Federowicz","fedet001",-8.10945974519896,83,43.5150687415193,-4.74886197671263,19,17.9663979701567,-3.36059776848633,64,25.5486707713625
"228","Derek","Fisher","fishd001",-7.59287268551214,168,87.3772718823248,-5.58068064608038,43,37.4708080304374,-2.01219203943176,125,49.9064638518874
"229","Jack","Flaherty","flahj002",-9.21765612545911,66,36.6520292570212,-2.01304909610614,16,15.4433838090131,-7.20460702935296,50,21.2086454480081
"230","Ryan","Flaherty","flahr001",-2.54382685497315,22,10.508489590705,-2.12169281768193,3,3.8321990748913,-0.422134037291216,19,6.67629051581369
"231","David","Fletcher","fletd002",6.25007784091531,653,335.935171614256,9.04443128341188,135,115.672484889545,-2.79435344249657,518,220.262686724712
"232","Wilmer","Flores","florw001",0.971521219607859,285,148.598359381251,-2.84180029668888,69,60.4510836115028,3.81332151629674,216,88.147275769748
"233","Tyler","Flowers","flowt001",-14.7322201644722,310,163.73844178394,-13.4444148019961,85,75.8226570279397,-1.28780536247606,225,87.9157847560001
"234","Mike","Foltynewicz","foltm001",-8.52258453582566,38,18.8876192213576,-3.52512273751244,10,8.56177070242326,-4.99746179831322,28,10.3258485189343
"235","Wilmer","Font","fontw001",-0.889440645698599,4,1.68133713221808,-0.770289511153299,1,0.770289511153299,-0.1191511345453,3,0.911047621064777
"236","Mike","Ford","fordm002",10.1553218007146,163,68.9542522081455,-0.126339172609721,35,23.2823617532628,10.2816609733243,128,45.6718904548828
"237","Logan","Forsythe","forsl001",-3.00740052273421,367,202.622264339272,-1.55205029968337,95,89.5290417176376,-1.45535022305084,272,113.093222621634
"238","Dexter","Fowler","fowld001",7.0235184224621,574,283.717249838841,9.68718260955185,127,106.211342993634,-2.66366418708976,447,177.505906845207
"239","Jake","Fraley","fralj001",-7.25380066757424,41,23.6375482489678,-2.66171649678817,12,11.1569252462524,-4.59208417078607,29,12.4806230027154
"240","Maikel","Franco","franm004",-6.22830570215992,428,218.743841811424,1.6602901591964,102,87.6465898684322,-7.88859586135632,326,131.097251942991
"241","Ty","France","frant002",-3.0960833607002,201,100.17257951774,6.09212463188496,31,27.9838630419586,-9.18820799258516,170,72.1887164757815
"242","Adam","Frazier","fraza001",2.69698486107584,608,309.791556330301,-0.5538228699445,131,110.137767808234,3.25080773102034,477,199.653788522067
"243","Clint","Frazier","frazc001",10.0321140133953,246,126.99084898968,11.0099601203242,56,50.2995984418586,-0.977846106928892,190,76.691250547821
"244","Todd","Frazier","frazt001",-0.690270685390043,499,267.981245431156,0.203863755973362,131,117.971105273983,-0.894134441363405,368,150.010140157174
"245","David","Freese","freed001",12.4204079099976,186,94.0436358323466,4.18289176757363,38,31.83888896116,8.23751614242398,148,62.2047468711866
"246","Freddie","Freeman","freef001",51.3926903631541,692,335.806337158362,23.1983024972641,163,143.964472784528,28.1943878658899,529,191.841864373835
"247","Kyle","Freeland","freek001",-5.92654599955907,31,14.9171560147573,-3.12261046707361,4,3.45584833045611,-2.80393553248546,27,11.4613076843012
"248","Mike","Freeman","freem002",1.00092748564299,213,111.560789528387,-0.328515684769978,52,39.8233955058136,1.32944317041297,161,71.7373940225732
"249","David","Freitas","freid001",-2.55731525049593,20,7.75934996513199,-0.448339635411449,4,2.43819130441846,-2.10897561508448,16,5.32115866071353
"250","Max","Fried","friem001",-9.40193549713602,65,37.860436255538,-7.45205672806614,22,21.4124457767677,-1.94987876906988,43,16.4479904787704
"251","Josh","Fuentes","fuenj001",-3.60048802204561,56,29.0157364519483,-3.44352607683626,16,12.4154571674293,-0.156961945209346,40,16.600279284519
"252","Drew","Gagnon","gagnd001",-1.81776753744915,4,2.89933289441754,-1.62301205121584,2,2.22704931829658,-0.194755486233317,2,0.672283576120957
"253","Cam","Gallagher","gallc001",-6.32733010700517,142,70.6315615603365,-3.02494341018364,32,30.4224068759576,-3.30238669682153,110,40.2091546843789
"254","Giovanny","Gallegos","gallg001",-0.696350878110312,3,2.64879482953649,-0.130827933135903,1,1.55442561205273,-0.565522944974409,2,1.09436921748376
"255","Isaac","Galloway","galli001",-6.86062735225509,54,28.263006327242,-1.41629791908494,15,12.2003299001599,-5.44432943317015,39,16.0626764270821
"256","Joey","Gallo","gallj002",13.5492586331785,297,159.752799989948,-4.705436077678,89,77.7738114435773,18.2546947108565,208,81.9789885463703
"257","Zac","Gallen","gallz001",-5.09867260714561,24,12.4665957445419,-1.98521258922775,5,3.922487719691,-3.11346001791786,19,8.54410802485088
"258","Freddy","Galvis","galvf001",-7.75277696274107,588,293.539978829818,-2.13388582256229,123,104.427866124085,-5.61889114017878,465,189.112112705733
"259","Ben","Gamel","gameb001",5.5305990882762,356,174.144545592765,4.48400817342829,80,63.9002152053667,1.04659091484791,276,110.244330387399
"260","Avisail","Garcia","garca003",-4.20289207835975,530,285.758650840827,-14.1120334539655,154,130.615293812572,9.90914137560578,376,155.143357028255
"261","Aramis","Garcia","garca006",-3.73205889579831,46,27.5101311061839,-1.62439457708791,9,10.1632033378435,-2.1076643187104,37,17.3469277683404
"262","Greg","Garcia","garcg002",3.2972794108379,372,195.270751948035,2.23394172726466,76,67.6522775804769,1.06333768357324,296,127.618474367558
"263","Leury","Garcia","garcl004",-17.8009184918328,618,321.031440873701,-16.278716360634,118,98.61467762232,-1.52220213119877,500,222.416763251381
"264","Robel","Garcia","garcr005",-4.00059546290145,80,39.993578871061,-3.86586172181905,20,16.5139071277295,-0.134733741082401,60,23.4796717433315
"265","Brett","Gardner","gardb001",5.27323134747685,550,290.196577519154,-2.93174319474285,122,113.308256681611,8.2049745422197,428,176.888320837543
"266","Kyle","Garlick","garlk001",-1.96579698446667,53,23.9305342854888,-2.19169523774763,15,10.6971719841743,0.225898253280965,38,13.2333623013145
"267","Dustin","Garneau","garnd001",4.6243600439543,101,54.7223254421185,4.39979275363954,29,27.8074866523916,0.224567290314755,72,26.914838789727
"268","Mitch","Garver","garvm001",24.9459788265372,359,184.259405908972,4.75846475473699,71,59.8408908391543,20.1875140718002,288,124.418515069818
"269","Kevin","Gausman","gausk001",-5.90412349069783,27,11.9335144275679,-1.81902907130377,4,4.67877140720748,-4.08509441939405,23,7.25474302036045
"270","Scooter","Gennett","genns001",-9.58978674889982,139,71.3837980101896,-4.95794408232325,30,25.9580731750207,-4.63184266657657,109,45.4257248351689
"271","Mike","Gerber","gerbm001",-7.2103182813583,26,13.8287111162237,-4.40833572155744,8,5.70664127413091,-2.80198255980086,18,8.1220698420928
"272","Domingo","German","germd001",-2.8223830902806,8,4.3475094503173,-1.55442561205273,2,2.55070569958008,-1.26795747822786,6,1.79680375073721
"273","Kyle","Gibson","gibsk002",-0.52076048472475,4,3.48358873719234,-0.294167993669201,3,2.92375838275429,-0.226592491055549,1,0.559830354438049
"274","Lucas","Giolito","gioll001",0.340792658727431,4,2.50200865329713,0.579556703671252,3,2.26324460835331,-0.23876404494382,1,0.23876404494382
"275","Zack","Godley","godlz001",-1.83167334959929,23,12.5635098724707,-0.12869173822834,6,6.44305642456124,-1.70298161137095,17,6.12045344790943
"276","Ryan","Goins","goinr001",-7.9585881372771,163,80.4949712149751,-5.36379124816301,36,25.7549481500987,-2.59479688911408,127,54.7400230648765
"277","Paul","Goldschmidt","goldp001",23.0045358376065,682,353.518757230506,3.77325268741082,147,137.417543888281,19.2312831501957,535,216.101213342225
"278","Carlos","Gomez","gomec002",-5.25814438219603,99,52.6693595282514,0.942547660392863,23,18.6541666493233,-6.20069204258889,76,34.015192878928
"279","Yan","Gomes","gomey001",-3.04166060004771,358,183.190863260078,1.70227337431809,87,71.7507977319792,-4.74393397436581,271,111.440065528099
"280","Tony","Gonsolin","gonst001",-1.90093553741673,14,6.49931945857923,-1.80808745703404,5,3.26674608017102,-0.0928480803826932,9,3.23257337840821
"281","Carlos","Gonzalez","gonzc001",-11.4203366151962,166,86.5347737669029,-7.9379745237154,38,33.4216430174637,-3.48236209148079,128,53.1131307494392
"282","Chi Chi","Gonzalez","gonzc002",-5.15273484776821,24,11.951210382023,-1.66019663704086,7,5.41845333716723,-3.49253821072735,17,6.53275704485574
"283","Erik","Gonzalez","gonze004",-10.637170072565,156,80.1351368022261,-11.5437509876614,36,30.4005027332476,0.906580915096439,120,49.7346340689786
"284","Gio","Gonzalez","gonzg003",-6.65346182272776,28,13.7728745694744,-2.94343868044189,6,3.94315227058939,-3.71002314228588,22,9.82972229888502
"285","Marwin","Gonzalez","gonzm002",-4.13211460145838,463,212.458728495172,5.76761400327993,109,79.7830403207251,-9.89972860473831,354,132.675688174447
"286","Marco","Gonzales","gonzm005",0.672789623258833,6,3.87453268995351,0.641772138492846,2,2.15846287913348,0.0310174847659874,4,1.71606981082004
"287","Brian","Goodwin","goodb001",-2.18019787208382,458,232.17873670765,-9.22556903148125,105,92.6469913429071,7.04537115939743,353,139.531745364743
"288","Niko","Goodrum","goodn002",-14.4881167496426,472,254.5647503588,-14.0912671078706,117,103.103869897689,-0.396849641771997,355,151.46088046111
"289","Alex","Gordon","gorda001",6.3559687068644,633,322.812186024966,8.48822627386868,174,151.524273509525,-2.13225756700428,459,171.287912515441
"290","Dee","Gordon","gordd002",-9.89803776489572,421,219.596520748511,2.4250309530973,96,85.512697181671,-12.323068717993,325,134.08382356684
"291","Terrance","Gore","goret001",-0.293576612642647,58,26.6803963977719,0.156023160275243,8,5.80566329806576,-0.449599772917891,50,20.8747330997061
"292","Philip","Gosselin","gossp001",-3.03748014423078,68,33.0583286546682,1.00307712796132,17,13.0198781895792,-4.0405572721921,51,20.0384504650889
"293","Matt","Grace","gracm003",-0.909362791152106,3,1.90564287867946,-0.558145524525378,1,1.55442561205273,-0.351217266626728,2,0.351217266626728
"294","Curtis","Granderson","granc001",-5.56350751389982,363,178.882420190334,1.01919902148694,79,62.4663866277505,-6.58270653538676,284,116.416033562583
"295","Yasmani","Grandal","grany001",19.1657695218522,632,330.964065681861,-0.246718845966394,137,120.525746865786,19.4124883678186,495,210.438318816076
"296","Juan","Graterol","gratj001",-2.22630117729698,18,7.78034674883934,-0.424486811523999,4,2.77621365248152,-1.80181436577299,14,5.00413309635782
"297","Jon","Gray","grayj003",-14.5941603080063,59,31.8513211019317,-7.65347451055221,16,11.6722943622254,-6.94068579745405,43,20.1790267397064
"298","Sonny","Gray","grays001",-7.64010848292172,61,31.3863807581656,-1.52144287621821,15,12.29380989904,-6.11866560670351,46,19.0925708591256
"299","Zach","Green","greez001",-1.54364332948069,16,9.35259505731231,-0.214322102503092,4,3.77793416667603,-1.3293212269776,12,5.57466089063628
"300","Didi","Gregorius","gregd001",5.14944406505557,344,178.713409963951,12.0393717423933,86,78.9373251346167,-6.88992767733774,258,99.7760848293345
"301","Grayson","Greiner","greig001",-19.8352060257667,224,109.202874046643,-9.8783996641531,59,45.1120071656411,-9.95680636161356,165,64.0908668810022
"302","Zack","Greinke","greiz001",-0.184403964739994,56,27.9536689456232,1.77051205803552,13,10.7443536608518,-1.95491602277552,43,17.2093152847714
"303","Randal","Grichuk","gricr001",-17.9235688200632,627,313.122855104435,-14.84163272005,159,134.777996703326,-3.08193610001328,468,178.344858401109
"304","Trent","Grisham","grist001",1.13459940950702,184,99.6184615353127,-1.57923903924921,39,35.9456175233856,2.71383844875623,145,63.6728440119271
"305","Robbie","Grossman","grosr001",-5.83248585300778,482,236.269487647118,0.928894562837968,98,77.4022835925569,-6.76138041584575,384,158.867204054561
"306","Deivy","Grullon","gruld001",-1.41512447667096,9,4.44650145637089,0.609890012596664,2,1.05658571416834,-2.02501448926763,7,3.38991574220255
"307","Javy","Guerra","guerj002",-1.31078107617149,5,3.62744697290887,-0.589486556272879,2,2.01308423518971,-0.721294519898611,3,1.61436273771916
"308","Vladimir","Guerrero","guerv002",4.65700086701234,514,268.081185959881,-1.35247328252877,125,106.457586868913,6.00947414954111,389,161.623599090968
"309","Luis","Guillorme","guill001",-4.78853231880495,70,34.5712569838914,-4.33813751547486,17,15.7706148944036,-0.450394803330098,53,18.8006420894878
"310","Lourdes","Gurriel","gurrl001",7.97604516010256,343,177.799028891952,-4.59824785699068,86,77.5318472325902,12.5742930170932,257,100.267181659362
"311","Yuli","Gurriel","gurry001",21.8364974879011,612,330.459003782445,5.88521153242181,179,152.671735623903,15.9512859554793,433,177.787268158541
"312","Kelvin","Gutierrez","gutik001",-3.98000702828437,79,44.1482542122868,-1.38726017758195,21,20.7172245968272,-2.59274685070243,58,23.4310296154596
"313","Ronald","Guzman","guzmr001",0.182605894887515,295,143.07358232323,7.26999599009349,70,50.9904656139173,-7.08739009520597,225,92.0831167093129
"314","Jedd","Gyorko","gyorj001",-7.60133667633255,101,51.436771508409,0.493036620175733,28,22.5325328727547,-8.09437329650828,73,28.9042386356543
"315","Eric","Haase","haase001",-1.71026499805246,17,8.4823508736674,0.640627807844825,6,4.79754089676389,-2.35089280589729,11,3.68480997690351
"316","Josh","Hader","hadej001",-0.697422668080797,2,0.697422668080797,-0.458658623136977,1,0.458658623136977,-0.23876404494382,1,0.23876404494382
"317","Cole","Hamels","hamec001",-6.16337225168474,46,22.2138057523582,-1.22775226668055,13,10.5269164331476,-4.93561998500418,33,11.6868893192106
"318","Billy","Hamilton","hamib001",-18.8485685021915,353,184.098493548139,-7.35195493454335,84,83.7402287610879,-11.4966135676482,269,100.358264787051
"319","Garrett","Hampson","hampg001",-12.073627753928,327,152.651869577929,-12.8528327374662,77,59.5010354648388,0.779204983538137,250,93.1508341130901
"320","Mitch","Haniger","hanim001",-2.77551193881288,283,145.919493600731,-3.98652500553328,65,61.0874306714274,1.21101306672041,218,84.8320629293036
"321","Alen","Hanson","hansa001",-4.8196879103279,48,27.3432942337358,-1.02648753078436,17,14.1488515166942,-3.79320037954353,31,13.1944427170416
"322","Ian","Happ","happi001",7.52308125684937,156,81.3206629121153,1.51068982458223,39,35.9000396979656,6.01239143226715,117,45.4206232141496
"323","J. A.","Happ","happj001",-1.00964445894674,4,2.3391624098566,-0.558145524525378,1,1.55442561205273,-0.451498934421364,3,0.784736797803865
"324","Bryce","Harper","harpb003",46.3528098223062,682,347.796902490874,31.3477216704521,157,142.486748480077,15.005088151854,525,205.310154010798
"325","Josh","Harrison","harrj002",-16.8273547010274,146,78.9848408428699,-10.3428664930352,38,30.6883271959444,-6.48448820799218,108,48.2965136469254
"326","Adam","Haseley","hasea001",-1.23913818057088,242,126.460244387981,1.46006204645662,65,54.0337384365127,-2.69920022702751,177,72.4265059514687
"327","Austin","Hays","haysa001",6.81462453091892,75,35.1455658341915,5.32264240059949,15,12.1248726624347,1.49198213031943,60,23.0206931717568
"328","Ryon","Healy","healr001",-3.10413190671997,187,97.1559492172576,-3.3116987316213,39,35.9715740907744,0.207566824901323,148,61.1843751264833
"329","Adeiny","Hechavarria","hecha001",8.37312771959197,221,105.98563927066,5.84232497385837,55,41.7828632832564,2.5308027457336,166,64.2027759874038
"330","Austin","Hedges","hedga001",-17.821998898281,347,166.413136394203,1.80865795770296,80,62.1736140451301,-19.630656855984,267,104.239522349073
"331","Scott","Heineman","heins001",-3.68420952030212,85,42.8154083332216,-1.80382720417965,17,15.1726171147941,-1.88038231612248,68,27.6427912184275
"332","Tyler","Heineman","heint001",-0.137889618891024,12,5.86457493960091,0.830806320477936,2,1.45927590708759,-0.968695939368959,10,4.40529903251332
"333","Jeremy","Hellickson","hellj001",-1.59632992285209,13,6.31237184264338,-0.839646929436486,2,0.839646929436486,-0.756682993415608,11,5.47272491320689
"334","Ryan","Helsley","helsr001",-1.0316490909347,3,2.95875382591315,-1.43918938948719,2,2.42421496286745,0.407540298552494,1,0.53453886304571
"335","Kyle","Hendricks","hendk001",-10.1321855014793,64,37.9012051886187,-3.7559574037898,20,20.5507200394666,-6.37622809768951,44,17.3504851491521
"336","Guillermo","Heredia","hereg002",-9.04769442242597,231,120.426280673141,-7.29945312385243,64,52.8032084777048,-1.74824129857355,167,67.6230721954363
"337","Michael","Hermosillo","hermm001",-2.4423419864172,46,23.2068946328058,-1.33618165752947,12,7.62156610002449,-1.10616032888773,34,15.5853285327813
"338","Cesar","Hernandez","hernc005",-7.87799872285129,667,342.190291049115,-4.19437679866261,173,143.901184729203,-3.68362192418868,494,198.289106319912
"339","Enrique","Hernandez","herne001",-7.68190838572014,460,238.845704077381,-0.108696849476945,128,105.651443949417,-7.57321153624319,332,133.194260127964
"340","Elieser","Hernandez","herne002",-5.83524697921467,24,14.371429331532,-3.49738762802488,8,7.1367801110912,-2.33785935118979,16,7.23464922044079
"341","Gorkys","Hernandez","herng001",-6.53464231041032,57,31.227377184873,-2.87475198905421,11,12.402143387438,-3.65989032135611,46,18.825233797435
"342","Marco","Hernandez","hernm003",-10.5107635875863,155,79.6338363257114,-7.79278738883803,39,33.9998142180528,-2.71797619874828,116,45.6340221076586
"343","Teoscar","Hernandez","hernt002",2.34557785631345,464,228.694001218765,11.9744383246057,105,86.2972073539133,-9.6288604682923,359,142.396793864852
"344","Chris","Herrmann","herrc001",-8.03822383785693,94,50.173468414353,-3.46239633741256,20,15.6434704917081,-4.57582750044437,74,34.5299979226449
"345","Odubel","Herrera","herro001",-4.57597217872788,139,77.2620926526068,-4.086760204811,36,34.3200954043158,-0.48921197391688,103,42.941997248291
"346","Rosell","Herrera","herrr002",-5.26310182183038,119,62.914474171686,-1.39237727973512,31,29.9562504449674,-3.87072454209526,88,32.9582237267186
"347","David","Hess","hessd001",-1.19657726896956,4,2.76298033973679,-0.392242820446607,1,0.996280087527352,-0.804334448522956,3,1.76670025220944
"348","Jason","Heyward","heywj001",-0.898468726521883,589,305.274854742661,-6.69296740741653,130,115.017634990513,5.79449868089465,459,190.257219752148
"349","Aaron","Hicks","hicka001",2.69205328555441,255,135.020943343143,2.15828320755752,59,59.6414430819893,0.533770077996892,196,75.3795002611535
"350","John","Hicks","hickj001",-27.8339623498026,333,175.921071845882,-19.9325631382776,97,82.3368763700524,-7.90139921152497,236,93.5841954758296
"351","Kyle","Higashioka","higak001",-2.12265616182806,57,29.283710315871,1.08344954217909,18,15.1750964825558,-3.20610570400715,39,14.1086138333151
"352","Rich","Hill","hillr001",-2.15775476787739,20,8.51860653151174,-0.865966848634372,6,3.86156643587752,-1.29178791924302,14,4.65704009563422
"353","Sam","Hilliard","hills005",4.38521233648499,87,39.1271212291577,-0.888868867823282,18,12.9954022038597,5.27408120430827,69,26.131719025298
"354","Keston","Hiura","hiurk001",9.85844166183285,348,188.756402231616,-8.81783401767828,85,79.8472563526081,18.6762756795111,263,108.909145879008
"355","Nico","Hoerner","hoern001",3.26258783127439,82,42.8712425656323,6.7618555695563,22,18.3492423406941,-3.49926773828191,60,24.5220002249382
"356","Jeff","Hoffman","hoffj003",-2.09547266769011,24,10.3653087991804,-0.198809975524026,4,1.77081188385035,-1.89666269216608,20,8.59449691533004
"357","Bryan","Holaday","holab001",-2.79972404974551,129,67.2416848120602,-5.72029337082476,33,28.9670069648654,2.92056932107925,96,38.2746778471949
"358","Derek","Holland","holld003",-3.23967334527208,16,9.9221551506266,-2.0195364612047,4,4.9823647136723,-1.22013688406738,12,4.9397904369543
"359","Brock","Holt","holtb002",1.17441415995272,295,157.191542410122,-2.39722321419967,85,72.3761113379063,3.57163737415239,210,84.8154310722154
"360","Rhys","Hoskins","hoskr001",9.39586337334307,705,369.475391731512,-10.4920240614924,199,167.481208237966,19.8878874348355,506,201.994183493546
"361","Eric","Hosmer","hosme001",13.0008318727089,667,331.479321325069,23.7301996337894,148,120.177340692833,-10.7293677610805,519,211.301980632237
"362","Adrian","Houser","housa001",-5.49819801878698,27,11.4327927684539,-2.76236594434162,6,3.69964107480486,-2.73583207444536,21,7.73315169364902
"363","Dakota","Hudson","hudsd002",-8.3205047933895,59,30.2781290189485,-1.08099557954921,16,11.7340267718459,-7.23950921384029,43,18.5441022471026
"364","Nick","Hundley","hundn001",-12.9825549097753,73,39.063673899162,-8.91416729820214,21,19.7453747714263,-4.06838761157319,52,19.3182991277357
"365","Chris","Iannetta","iannc001",-3.16797561851266,164,79.1596111137686,-1.42266874940912,35,28.6624306535806,-1.74530686910354,129,50.497180460188
"366","Jose","Iglesias","iglej001",-6.07087677039506,530,274.225299586663,1.27838226326146,136,113.440102668169,-7.34925903365651,394,160.785196918494
"367","Raisel","Iglesias","igler001",-0.656613805624514,2,0.656613805624514,-0.544160583941606,1,0.544160583941606,-0.112453221682908,1,0.112453221682908
"368","Ender","Inciarte","incie001",1.55588027324472,230,122.915374202415,0.0592383140794852,59,50.9626218354005,1.49664195916524,171,71.9527523670148
"369","Cole","Irvin","irvic001",-0.662478002062783,8,4.00131686145398,-0.927731451793711,2,1.71962793831319,0.265253449730928,6,2.28168892314079
"370","Alex","Jackson","jacka002",-4.83970049207823,15,7.34822803810981,-4.16672917472497,8,5.09187806496609,-0.67297131735326,7,2.25634997314372
"371","Drew","Jackson","jackd004",-0.544759710604127,4,1.343354109986,-0.38098830629951,1,0.38098830629951,-0.163771404304617,3,0.962365803686487
"372","Edwin","Jackson","jacke001",-0.976538834814195,3,1.64760936867923,-0.619628977651108,1,1.00061728395062,-0.356909857163088,2,0.646992084728617
"373","Jay","Jackson","jackj001",-1.00905355609712,2,1.00905355609712,-0.770289511153299,1,0.770289511153299,-0.23876404494382,1,0.23876404494382
"374","Travis","Jankowski","jankt001",-2.03614924074904,25,12.7648361962228,-0.0695723423627636,5,5.0471464909449,-1.96657689838628,20,7.7176897052779
"375","Danny","Jansen","jansd001",-8.95617846643143,384,198.206079273092,0.725535985280097,86,75.0634779608581,-9.68171445171153,298,123.142601312234
"376","Jon","Jay","jay-j001",-6.55210880070019,182,88.6663340705375,1.68093323157519,35,30.3885050937483,-8.23304203227538,147,58.2778289767892
"377","Eloy","Jimenez","jimee001",3.73098024615821,504,266.523102129238,-8.84857288259514,129,117.852166411424,12.5795531287534,375,148.670935717815
"378","Connor","Joe","joe-c001",-2.70226000404257,16,6.95049217486379,-0.870859327772876,2,1.32951795090985,-1.83140067626969,14,5.62097422395393
"379","Adam","Jones","jonea003",3.80847006745873,529,267.175358307165,7.17853609158136,130,106.554761238088,-3.37006602412262,399,160.620597069077
